"Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Segmentation"
"Male","Yes",48,"Yes","Executive",0,"Average",4,"A"
"Female","No",29,"Yes","Healthcare",0,"Low",4,"A"
"Female","No",22,"No","Healthcare",0,"Low",6,"B"
"Male","Yes",39,"No","Artist",NA,"Low",2,"A"
"Male","No",43,"Yes","Doctor",1,"Low",NA,"A"
"Female","No",53,"Yes","Artist",0,"Low",2,"A"
"Female","No",29,"Yes","Artist",12,"Low",1,"A"
"Male","No",35,"Yes","Artist",1,"Low",2,"A"
"Female","No",20,"No","Artist",0,"Low",3,"B"
"Female","Yes",27,"No","Engineer",1,"Average",9,"B"
"Male","Yes",51,"No","Artist",1,"Low",3,"A"
"Female","Yes",31,"Yes","Entertainment",1,"Low",1,"A"
"Male","Yes",43,"No","Executive",1,"High",3,"A"
"Female","No",35,"Yes","Engineer",4,"Low",1,"A"
"Male","No",18,"No","Healthcare",14,"Low",NA,"B"
"Female","No",48,"Yes","Entertainment",9,"Low",2,"A"
"Female","No",30,"Yes","Healthcare",12,"Low",6,"B"
"Female","No",22,"No","Healthcare",6,"Low",3,"B"
"Female","Yes",36,"No","Doctor",14,"Average",2,"A"
"Male","Yes",30,"No","Doctor",NA,"Average",2,"A"
"Male","Yes",66,"Yes","Lawyer",0,"High",3,"A"
"Female","No",28,"No","Entertainment",0,"Low",5,"B"
"Male","Yes",35,"Yes","Executive",NA,"Average",3,"A"
"Female","Yes",50,"Yes","Artist",1,"Low",1,"A"
"Male","No",27,"Yes","Entertainment",NA,"Low",2,"A"
"Male","Yes",32,"No","Marketing",4,"Low",3,"B"
"Male","No",48,"Yes","Entertainment",1,"Low",2,"B"
"Male","Yes",75,"Yes","Lawyer",NA,"High",2,"A"
"Male","No",26,"Yes","Homemaker",8,"Low",2,"A"
"Female","No",21,"No","Healthcare",0,"Low",7,"B"
"Male","No",32,"Yes","Doctor",0,"Low",3,"B"
"Female","No",36,"Yes","Artist",8,"Low",4,"B"
"Male","Yes",42,"Yes","Executive",1,"Low",2,"B"
"Female","Yes",66,"No","Lawyer",NA,"High",2,"A"
"Male","Yes",40,"No","Executive",0,"Low",4,"B"
"Male","No",38,"Yes","Artist",2,"Low",1,"B"
"Male","No",18,"No","Healthcare",1,"Low",5,"B"
"Male","No",23,"No","Healthcare",1,"Low",4,"B"
"Male","No",42,"Yes","Artist",8,"Low",1,"A"
"Female","No",32,"No","Marketing",0,"Low",4,"A"
"Female","No",28,"No","Marketing",0,"Low",5,"A"
"Male","Yes",77,"No","Lawyer",0,"Low",NA,"B"
"Female","No",30,"Yes","Healthcare",8,"Low",NA,"B"
"Female","No",53,"Yes","Engineer",1,"Low",2,"A"
"Female","No",27,"Yes","",1,"Low",1,"A"
"Male","No",29,"Yes","Doctor",3,"Low",3,"A"
"Female","No",41,"Yes","Artist",0,"Low",1,"A"
"Female","Yes",50,"Yes","Engineer",1,"Low",2,"A"
"Female","No",23,"No","Marketing",4,"Low",4,"B"
"Female","No",25,"Yes","Healthcare",0,"Low",1,"B"
"Male","Yes",27,"Yes","Healthcare",2,"Average",2,"A"
"Female","Yes",62,"Yes","Artist",4,"Average",7,"A"
"Female","No",31,"No","Doctor",6,"Low",2,"A"
"Male","Yes",37,"No","Engineer",NA,"Average",2,"A"
"Female","No",26,"Yes","Artist",1,"Low",5,"A"
"Male","Yes",59,"Yes","Artist",NA,"Low",4,"A"
"Female","No",43,"Yes","Marketing",1,"Low",1,"B"
"Male","No",29,"No","Engineer",0,"Low",5,"A"
"Female","",28,"Yes","Doctor",NA,"High",8,"B"
"Female","Yes",37,"Yes","Artist",5,"Low",2,"B"
"Male","No",19,"No","Entertainment",0,"Low",6,"A"
"Male","No",22,"No","Healthcare",1,"Low",5,"B"
"Female","Yes",28,"Yes","Doctor",0,"Average",2,"A"
"Male","Yes",51,"Yes","Entertainment",0,"Low",3,"B"
"Male","No",40,"No","Entertainment",1,"Low",1,"A"
"Male","No",42,"Yes","Artist",12,"Low",1,"A"
"Male","Yes",46,"No","Entertainment",8,"Low",2,"B"
"Female","Yes",72,"Yes","Lawyer",0,"High",2,"A"
"Male","Yes",57,"Yes","Doctor",NA,"Low",1,"A"
"Male","No",20,"No","Entertainment",5,"Low",2,"B"
"Male","No",33,"No","Marketing",1,"Low",6,"B"
"Female","No",37,"No","Artist",NA,"Low",1,"A"
"Female","Yes",38,"Yes","Doctor",1,"Low",4,"A"
"Female","No",27,"No","Healthcare",14,"Low",1,"B"
"Female","No",18,"No","Healthcare",0,"Low",5,"B"
"Female","No",29,"No","Healthcare",0,"Low",3,"B"
"Male","Yes",86,"No","Lawyer",2,"Average",2,"A"
"Male","No",32,"No","Healthcare",7,"Low",5,"B"
"Female","Yes",52,"No","Engineer",0,"Low",6,"A"
"Male","No",29,"No","Healthcare",9,"Low",3,"B"
"Male","Yes",58,"Yes","Artist",2,"Low",1,"A"
"Male","No",22,"No","Healthcare",NA,"Low",5,"B"
"Male","",72,"","Lawyer",0,"High",NA,"A"
"Male","Yes",40,"Yes","Engineer",12,"Average",3,"A"
"Female","No",23,"No","Healthcare",3,"Low",5,"B"
"Female","No",27,"No","Artist",0,"Low",6,"B"
"Male","Yes",26,"No","Entertainment",NA,"High",6,"B"
"Male","Yes",40,"No","Engineer",6,"Average",5,"B"
"Male","Yes",35,"Yes","Executive",1,"Average",2,"A"
"Male","No",21,"No","Doctor",4,"Low",3,"B"
"Female","No",18,"No","Healthcare",1,"Low",3,"B"
"Female","No",42,"No","Marketing",5,"Low",2,"B"
"Female","No",39,"Yes","Doctor",9,"Low",3,"A"
"Female","No",33,"Yes","Doctor",NA,"Low",3,"B"
"Male","No",43,"Yes","Artist",0,"Low",1,"A"
"Female","No",30,"Yes","Artist",0,"Low",5,"A"
"Male","No",39,"Yes","Marketing",1,"Low",4,"B"
"Female","No",46,"Yes","Entertainment",1,"Low",2,"A"
"Female","Yes",41,"Yes","Entertainment",9,"Low",1,"B"
"Female","Yes",39,"Yes","Engineer",1,"Low",1,"A"
"Male","No",20,"No","Healthcare",1,"Low",4,"B"
"Male","No",26,"Yes","Marketing",10,"Low",1,"B"
"Male","No",31,"No","Marketing",4,"Low",1,"B"
"Female","No",21,"No","Doctor",NA,"Low",NA,"B"
"Male","No",33,"Yes","Healthcare",1,"Low",NA,"A"
"Female","No",71,"No","Engineer",1,"Low",1,"A"
"Male","Yes",29,"Yes","Engineer",5,"Low",2,"A"
"Female","No",41,"No","Marketing",1,"Low",1,"B"
"Male","Yes",76,"Yes","Lawyer",1,"Low",1,"A"
"Female","No",23,"No","Healthcare",0,"Low",NA,"B"
"Female","No",18,"No","Healthcare",7,"Low",3,"B"
"Female","Yes",49,"Yes","Engineer",6,"Low",3,"B"
"Male","No",19,"No","Healthcare",9,"Low",5,"B"
"Male","Yes",35,"Yes","Artist",NA,"Average",4,"B"
"Female","Yes",56,"No","",NA,"Average",3,"B"
"Female","No",21,"No","Healthcare",0,"Low",3,"B"
"Female","Yes",77,"No","Lawyer",0,"High",3,"A"
"Female","No",22,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",26,"No","Executive",5,"High",4,"B"
"Male","Yes",82,"Yes","Lawyer",7,"Low",1,"A"
"Male","No",18,"No","Healthcare",2,"Low",4,"B"
"Male","Yes",36,"No","Doctor",0,"Average",2,"A"
"Male","Yes",59,"Yes","Artist",1,"Low",2,"A"
"Female","No",37,"Yes","Entertainment",0,"Low",1,"A"
"Male","No",45,"Yes","Artist",0,"Low",2,"A"
"Female","No",33,"No","Homemaker",9,"Low",1,"B"
"Male","No",20,"No","Healthcare",1,"Low",4,"B"
"Female","No",20,"No","Healthcare",3,"Low",3,"B"
"Male","Yes",75,"No","Lawyer",0,"Low",1,"B"
"Male","No",47,"Yes","Entertainment",2,"Low",NA,"A"
"Female","No",32,"No","Homemaker",8,"Low",1,"B"
"Female","No",43,"Yes","Artist",1,"Low",1,"A"
"Male","Yes",38,"No","Entertainment",1,"Low",3,"A"
"Male","Yes",56,"Yes","Artist",0,"Low",1,"B"
"Male","Yes",53,"Yes","Executive",9,"Low",1,"B"
"Female","No",37,"Yes","Artist",1,"Low",1,"A"
"Male","Yes",28,"No","Executive",1,"High",5,"A"
"Female","Yes",48,"Yes","Artist",NA,"Average",3,"A"
"Female","Yes",88,"Yes","Lawyer",0,"Low",1,"B"
"Male","No",19,"No","Healthcare",1,"Low",7,"B"
"Female","No",28,"Yes","Healthcare",5,"Low",NA,"B"
"Male","No",29,"Yes","Artist",NA,"Low",3,"B"
"Female","No",18,"No","Healthcare",1,"Low",3,"B"
"Male","No",45,"Yes","Entertainment",1,"Low",1,"A"
"Male","Yes",86,"Yes","Artist",0,"Low",NA,"A"
"Female","No",26,"Yes","Doctor",9,"Low",4,"B"
"Male","Yes",35,"Yes","Healthcare",6,"Average",2,"A"
"Female","No",32,"Yes","Marketing",8,"Low",6,"A"
"Female","No",23,"No","Healthcare",9,"Low",4,"B"
"Female","No",26,"Yes","Engineer",9,"Low",8,"A"
"Male","No",33,"Yes","Entertainment",6,"Low",1,"A"
"Male","No",39,"Yes","Entertainment",9,"Low",2,"B"
"Female","Yes",45,"Yes","Artist",NA,"Average",2,"A"
"Male","Yes",52,"Yes","Marketing",1,"Low",3,"B"
"Female","Yes",26,"No","Entertainment",1,"Average",2,"A"
"Female","Yes",45,"Yes","Homemaker",8,"Low",NA,"A"
"Female","Yes",40,"No","Engineer",1,"Low",2,"A"
"Male","No",42,"Yes","Marketing",1,"Low",NA,"B"
"Male","No",19,"No","Healthcare",0,"Low",NA,"B"
"Male","Yes",35,"Yes","Homemaker",9,"Average",4,"A"
"Female","No",39,"No","Healthcare",4,"Low",3,"B"
"Male","No",28,"Yes","Healthcare",1,"Low",5,"B"
"Male","Yes",41,"No","Executive",0,"Low",3,"B"
"Female","No",39,"Yes","Engineer",1,"Low",1,"A"
"Female","No",23,"No","Healthcare",0,"Low",3,"B"
"Male","No",25,"No","Healthcare",3,"Low",5,"B"
"Female","Yes",67,"No","Lawyer",NA,"High",2,"B"
"Female","Yes",42,"Yes","Engineer",1,"High",3,"A"
"Female","No",39,"Yes","Artist",7,"Low",1,"A"
"Female","No",40,"Yes","Engineer",0,"Low",1,"A"
"Male","No",26,"Yes","Healthcare",NA,"Low",1,"B"
"Female","Yes",39,"Yes","Artist",0,"Low",1,"A"
"Female","No",46,"Yes","Engineer",1,"Low",2,"B"
"Female","Yes",78,"No","Lawyer",0,"High",2,"A"
"Female","No",31,"Yes","Entertainment",0,"Low",4,"A"
"Male","Yes",27,"No","Entertainment",6,"Low",4,"A"
"Male","No",27,"No","Entertainment",6,"Low",4,"B"
"Male","No",18,"No","Healthcare",11,"Low",1,"B"
"Male","Yes",59,"No","Engineer",1,"Low",2,"A"
"Male","No",19,"No","Healthcare",1,"Low",3,"B"
"Female","No",20,"No","Engineer",8,"Low",5,"B"
"Female","No",42,"Yes","Homemaker",NA,"Low",1,"A"
"Male","Yes",30,"Yes","Entertainment",NA,"Average",3,"B"
"Female","Yes",25,"No","Engineer",7,"Average",2,"B"
"Male","Yes",48,"No","Executive",1,"Average",4,"A"
"Female","Yes",74,"No","Lawyer",0,"Low",1,"B"
"Female","Yes",33,"No","Homemaker",8,"Average",4,"B"
"Male","Yes",45,"No","Executive",11,"High",9,"A"
"Male","Yes",37,"Yes","Doctor",8,"Average",2,"A"
"Female","No",29,"No","Artist",0,"Low",3,"A"
"Male","Yes",72,"No","Executive",2,"High",7,"A"
"Male","No",26,"No","Healthcare",0,"Low",NA,"B"
"Male","No",28,"Yes","Entertainment",14,"Low",2,"B"
"Male","No",52,"Yes","Entertainment",1,"Low",1,"A"
"Male","No",19,"No","Healthcare",NA,"Low",NA,"B"
"Female","No",41,"No","Artist",0,"Low",1,"A"
"Male","",22,"No","Healthcare",8,"High",6,"B"
"Female","Yes",51,"Yes","Marketing",9,"Average",1,"A"
"Male","Yes",57,"Yes","Entertainment",0,"Low",2,"A"
"Male","Yes",60,"Yes","Entertainment",0,"Low",4,"A"
"Male","No",27,"No","Entertainment",14,"Low",3,"B"
"Female","No",41,"Yes","Marketing",1,"Low",1,"B"
"Male","Yes",70,"No","Entertainment",1,"Low",1,"A"
"Male","No",32,"Yes","Entertainment",1,"Low",1,"A"
"Male","No",19,"No","Engineer",7,"Low",5,"B"
"Male","Yes",33,"Yes","Doctor",9,"Average",2,"B"
"Female","Yes",89,"Yes","Lawyer",1,"High",3,"A"
"Male","No",25,"No","Doctor",6,"Low",1,"B"
"Female","No",48,"Yes","Artist",1,"Low",1,"B"
"Male","No",20,"No","Healthcare",NA,"Low",NA,"B"
"Male","Yes",84,"","Lawyer",1,"Low",1,"A"
"Female","No",26,"No","Engineer",1,"Low",2,"A"
"Female","No",31,"Yes","Artist",NA,"Low",1,"A"
"Male","Yes",51,"Yes","Entertainment",0,"High",5,"A"
"Male","Yes",52,"No","Executive",9,"Average",4,"A"
"Male","Yes",53,"Yes","Executive",9,"Low",1,"B"
"Male","No",42,"Yes","Artist",4,"Low",2,"A"
"Female","No",47,"Yes","Homemaker",9,"Low",3,"A"
"Female","Yes",41,"Yes","Artist",0,"Low",3,"A"
"Male","Yes",52,"Yes","Artist",2,"Average",4,"A"
"Female","No",30,"Yes","Doctor",0,"Low",5,"B"
"Male","Yes",47,"No","Artist",0,"Low",2,"A"
"Male","Yes",61,"No","Engineer",0,"Low",4,"B"
"Male","No",33,"No","Healthcare",NA,"Low",2,"A"
"Male","Yes",31,"No","Executive",9,"Average",2,"A"
"Female","Yes",31,"No","Entertainment",0,"Average",NA,"B"
"Male","Yes",31,"Yes","Entertainment",0,"Average",2,"A"
"Male","No",30,"No","Doctor",0,"Low",5,"B"
"Female","Yes",37,"No","Engineer",3,"High",2,"B"
"Female","No",51,"No","Entertainment",1,"Low",1,"A"
"Male","Yes",65,"No","Executive",NA,"High",2,"A"
"Male","No",38,"Yes","Healthcare",8,"Low",1,"A"
"Female","",38,"Yes","Executive",0,"High",1,"B"
"Female","No",21,"No","Healthcare",7,"Low",5,"B"
"Male","No",21,"No","Healthcare",0,"Low",5,"B"
"Female","Yes",75,"Yes","Lawyer",3,"High",2,"A"
"Male","Yes",68,"No","Executive",0,"High",2,"B"
"Female","No",35,"Yes","Healthcare",9,"Low",1,"B"
"Female","No",33,"No","Entertainment",1,"Low",1,"A"
"Male","No",22,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",47,"No","Entertainment",1,"Low",2,"A"
"Male","Yes",53,"Yes","Artist",8,"Low",1,"A"
"Male","Yes",63,"","",NA,"Average",2,"B"
"Female","Yes",32,"No","",8,"Low",1,"B"
"Female","Yes",41,"Yes","Entertainment",5,"High",NA,"B"
"Male","Yes",38,"Yes","Entertainment",0,"Low",2,"A"
"Female","Yes",48,"Yes","Entertainment",NA,"Average",4,"A"
"Female","No",22,"No","Healthcare",0,"Low",6,"B"
"Male","Yes",68,"No","Executive",1,"High",2,"A"
"Male","No",27,"No","Healthcare",1,"Low",4,"B"
"Male","Yes",46,"No","Entertainment",8,"Low",1,"A"
"Female","No",40,"Yes","Artist",0,"Low",4,"A"
"Female","No",31,"Yes","Healthcare",NA,"Low",4,"B"
"Male","Yes",43,"Yes","Engineer",5,"High",2,"A"
"Male","No",32,"No","Doctor",9,"Low",4,"B"
"Male","Yes",68,"No","Lawyer",2,"Low",3,"A"
"Female","No",38,"Yes","Marketing",NA,"Low",4,"B"
"Female","No",28,"Yes","Artist",5,"Low",4,"B"
"Male","Yes",75,"No","Lawyer",1,"Low",1,"B"
"Female","Yes",25,"No","Entertainment",2,"Low",2,"B"
"Male","Yes",56,"Yes","Doctor",0,"Low",1,"A"
"Male","Yes",41,"Yes","Entertainment",2,"Average",2,"A"
"Male","No",37,"Yes","Marketing",NA,"Low",1,"A"
"Female","No",36,"Yes","Healthcare",1,"Low",2,"A"
"Female","No",31,"Yes","Artist",0,"Low",2,"A"
"Male","Yes",68,"No","Lawyer",0,"Low",2,"B"
"Male","No",30,"No","Healthcare",1,"Low",4,"B"
"Female","No",39,"Yes","Homemaker",10,"Low",1,"B"
"Female","Yes",72,"No","Lawyer",0,"High",7,"B"
"Male","Yes",68,"Yes","Artist",1,"Low",1,"A"
"Male","Yes",77,"Yes","Artist",1,"High",2,"A"
"Female","No",85,"Yes","Lawyer",0,"Low",3,"A"
"Male","No",26,"Yes","Artist",1,"Low",2,"A"
"Female","No",37,"No","Homemaker",9,"Low",1,"B"
"Male","No",33,"No","Doctor",2,"Low",4,"A"
"Male","No",79,"No","Lawyer",0,"Low",1,"B"
"Male","No",47,"Yes","Engineer",0,"Low",3,"A"
"Female","Yes",78,"No","Entertainment",3,"Average",2,"A"
"Female","No",37,"No","Artist",0,"Low",2,"B"
"Female","Yes",35,"No","Artist",11,"Low",2,"A"
"Male","Yes",51,"No","Executive",9,"Average",3,"A"
"Male","Yes",77,"No","Lawyer",0,"Low",1,"A"
"Female","Yes",49,"No","",11,"Low",2,"A"
"Male","No",30,"No","Healthcare",8,"Low",3,"A"
"Male","Yes",42,"No","Executive",NA,"Average",2,"A"
"Male","",22,"No","Healthcare",1,"High",NA,"B"
"Male","Yes",66,"Yes","Lawyer",0,"Low",1,"B"
"Male","Yes",25,"No","Executive",0,"High",3,"A"
"Male","No",26,"Yes","Healthcare",1,"Low",5,"B"
"Female","No",18,"No","Healthcare",5,"Low",4,"B"
"Male","Yes",19,"No","Executive",0,"High",3,"A"
"Female","Yes",46,"No","Engineer",9,"Average",1,"A"
"Male","No",25,"Yes","Healthcare",0,"Low",1,"B"
"Female","Yes",30,"No","Artist",1,"Average",2,"B"
"Male","Yes",59,"Yes","Artist",1,"Low",NA,"A"
"Male","No",31,"No","Doctor",4,"Low",7,"B"
"Male","Yes",80,"Yes","Lawyer",0,"Low",1,"B"
"Male","No",23,"No","Healthcare",NA,"Low",5,"B"
"Male","Yes",33,"Yes","Executive",11,"High",9,"A"
"Female","No",33,"No","Doctor",1,"Low",3,"B"
"Male","Yes",28,"No","Doctor",8,"Low",2,"A"
"Female","No",40,"No","Doctor",14,"Low",6,"B"
"Male","Yes",72,"No","Lawyer",0,"High",2,"A"
"Female","Yes",38,"No","Doctor",9,"Average",5,"B"
"Male","Yes",38,"Yes","Doctor",11,"Average",3,"A"
"Male","Yes",49,"Yes","Artist",1,"Low",1,"A"
"Female","No",26,"No","Engineer",0,"Low",3,"B"
"Female","Yes",52,"Yes","Artist",8,"Average",4,"A"
"Male","No",27,"Yes","Entertainment",1,"Low",5,"B"
"Male","No",32,"No","Healthcare",12,"Low",4,"B"
"Female","Yes",89,"Yes","Lawyer",1,"High",2,"A"
"Male","Yes",45,"Yes","Artist",7,"Low",2,"A"
"Female","No",40,"Yes","Entertainment",14,"Low",1,"A"
"Female","No",26,"Yes","Artist",1,"Low",2,"B"
"Female","No",40,"No","Entertainment",12,"Low",4,"A"
"Male","No",53,"Yes","Entertainment",4,"Low",1,"A"
"Female","Yes",77,"No","Lawyer",1,"High",2,"B"
"Male","No",63,"Yes","Artist",4,"Low",1,"A"
"Female","No",42,"Yes","Artist",1,"Low",2,"A"
"Female","Yes",76,"Yes","Lawyer",5,"High",3,"A"
"Female","No",40,"Yes","Entertainment",NA,"Low",1,"B"
"Female","No",28,"No","Healthcare",1,"Low",2,"A"
"Male","No",27,"Yes","Doctor",0,"Low",2,"A"
"Female","No",41,"Yes","Engineer",NA,"Low",1,"A"
"Male","No",29,"Yes","Entertainment",NA,"Low",1,"B"
"Female","No",31,"No","Healthcare",9,"Low",1,"B"
"Male","No",68,"Yes","Lawyer",1,"Low",1,"B"
"Male","Yes",46,"No","Executive",0,"High",4,"A"
"Male","No",32,"No","Healthcare",0,"Low",4,"A"
"Male","No",19,"No","Healthcare",1,"Low",4,"B"
"Female","No",26,"","Healthcare",9,"Low",4,"B"
"Female","No",32,"Yes","Healthcare",NA,"Low",5,"B"
"Female","No",48,"No","Entertainment",2,"Low",NA,"B"
"Female","",27,"No","Engineer",1,"Low",1,"A"
"Male","No",25,"No","Marketing",0,"Low",3,"A"
"Female","Yes",48,"Yes","Artist",3,"Low",1,"A"
"Male","No",48,"Yes","Artist",0,"Low",1,"A"
"Male","Yes",39,"No","Doctor",1,"High",2,"A"
"Female","No",28,"No","Executive",0,"Low",1,"A"
"Male","Yes",40,"Yes","Healthcare",0,"Low",1,"B"
"Female","",43,"No","Engineer",8,"Average",5,"A"
"Female","No",28,"No","Marketing",1,"Low",4,"B"
"Male","No",18,"No","Healthcare",6,"Low",7,"B"
"Female","No",27,"No","Engineer",0,"Low",2,"B"
"Male","Yes",42,"Yes","Entertainment",0,"Average",2,"A"
"Male","No",18,"No","Healthcare",7,"Low",4,"B"
"Male","Yes",35,"Yes","Entertainment",1,"Low",2,"A"
"Female","Yes",88,"Yes","Lawyer",1,"Low",NA,"B"
"Male","Yes",25,"No","Engineer",NA,"Average",3,"B"
"Male","No",25,"No","Healthcare",1,"Low",4,"B"
"Male","Yes",33,"Yes","Doctor",10,"Average",2,"B"
"Female","No",31,"Yes","Healthcare",1,"Low",4,"A"
"Male","Yes",65,"Yes","Doctor",5,"Low",NA,"A"
"Male","No",19,"No","Doctor",1,"Low",2,"B"
"Female","No",40,"No","Engineer",8,"Low",1,"A"
"Male","No",26,"Yes","Healthcare",0,"Low",5,"B"
"Male","Yes",86,"Yes","Lawyer",NA,"Low",2,"A"
"Male","Yes",82,"No","Lawyer",0,"High",2,"A"
"Male","Yes",36,"Yes","Entertainment",2,"Average",2,"A"
"Female","",23,"No","Healthcare",0,"Low",7,"B"
"Female","No",27,"No","Engineer",1,"Low",4,"B"
"Male","No",32,"Yes","Healthcare",0,"Low",3,"B"
"Female","No",30,"No","Engineer",11,"Low",1,"B"
"Male","No",29,"Yes","Artist",NA,"Low",1,"B"
"Female","Yes",41,"No","Marketing",1,"High",5,"A"
"Male","Yes",76,"Yes","Lawyer",1,"Low",1,"A"
"Male","No",21,"No","Healthcare",NA,"Low",3,"B"
"Female","No",30,"Yes","Artist",0,"Low",1,"A"
"Male","No",33,"Yes","Artist",3,"Low",5,"A"
"Male","No",25,"No","Engineer",NA,"Low",3,"A"
"Female","No",31,"Yes","Healthcare",1,"Low",4,"B"
"Female","Yes",25,"No","Engineer",4,"Average",5,"B"
"Female","Yes",38,"Yes","Artist",NA,"Low",3,"B"
"Female","No",21,"No","Healthcare",NA,"Low",3,"B"
"Female","No",20,"No","Healthcare",4,"Low",NA,"B"
"Male","No",21,"No","Healthcare",1,"Low",4,"B"
"Male","No",38,"No","Doctor",0,"Low",5,"B"
"Female","No",43,"Yes","Healthcare",2,"Low",1,"B"
"Female","No",28,"No","Homemaker",10,"Low",1,"B"
"Male","No",21,"No","Healthcare",4,"Low",4,"B"
"Male","No",25,"No","Healthcare",0,"Low",5,"B"
"Male","No",23,"No","Healthcare",5,"Low",5,"B"
"Male","",81,"No","Executive",NA,"High",2,"A"
"Female","No",23,"No","Healthcare",0,"Low",3,"B"
"Male","Yes",77,"No","Lawyer",0,"High",2,"A"
"Female","No",33,"No","Doctor",NA,"Low",2,"A"
"Male","No",25,"No","Healthcare",4,"Low",3,"B"
"Male","No",22,"No","Healthcare",0,"Low",3,"B"
"Female","No",25,"No","Executive",1,"Low",3,"B"
"Female","No",31,"No","Marketing",8,"Low",4,"B"
"Female","No",32,"No","Entertainment",12,"Low",5,"B"
"Male","No",32,"No","Doctor",0,"Low",1,"A"
"Female","No",45,"No","Marketing",0,"Low",1,"B"
"Male","No",37,"Yes","Engineer",1,"Low",3,"B"
"Female","No",23,"No","Healthcare",NA,"Low",4,"B"
"Female","Yes",42,"No","Engineer",0,"Average",2,"A"
"Male","Yes",79,"","Lawyer",1,"Low",1,"B"
"Male","Yes",42,"Yes","Artist",0,"Average",3,"A"
"Male","Yes",84,"No","Lawyer",0,"High",2,"A"
"Female","No",39,"Yes","Artist",3,"Low",1,"A"
"Male","Yes",61,"No","Marketing",1,"High",2,"A"
"Female","Yes",33,"Yes","Engineer",2,"Average",2,"B"
"Female","Yes",31,"Yes","Marketing",7,"High",4,"A"
"Female","Yes",41,"No","Entertainment",9,"High",2,"A"
"Male","",32,"Yes","Doctor",NA,"Average",2,"A"
"Male","No",20,"No","Healthcare",2,"Low",4,"B"
"Male","No",28,"No","Entertainment",6,"Low",3,"A"
"Male","Yes",51,"Yes","Artist",1,"Low",3,"B"
"Male","Yes",78,"Yes","Lawyer",1,"Low",1,"B"
"Male","Yes",84,"Yes","Lawyer",NA,"High",2,"A"
"Male","No",21,"","Healthcare",1,"Low",5,"B"
"Female","No",23,"No","Engineer",1,"Low",NA,"B"
"Male","Yes",40,"No","Executive",9,"Average",2,"B"
"Female","No",19,"No","Doctor",0,"Low",3,"B"
"Female","No",40,"Yes","Lawyer",1,"Low",1,"A"
"Female","No",41,"Yes","Artist",4,"Low",1,"B"
"Male","Yes",52,"Yes","Healthcare",1,"Low",2,"B"
"Male","Yes",45,"No","Executive",3,"High",4,"B"
"Male","No",33,"Yes","Artist",8,"Low",1,"A"
"Male","No",37,"Yes","Executive",3,"Low",1,"B"
"Female","No",40,"Yes","Engineer",1,"Low",4,"B"
"Male","No",69,"Yes","Marketing",8,"Low",NA,"A"
"Female","No",40,"Yes","Healthcare",8,"Low",1,"A"
"Female","Yes",73,"Yes","Lawyer",7,"Low",2,"A"
"Female","Yes",26,"No","Engineer",6,"Low",2,"B"
"Female","No",42,"Yes","Doctor",0,"Low",1,"B"
"Female","No",67,"Yes","Engineer",0,"Low",NA,"B"
"Male","No",22,"No","Healthcare",9,"Low",5,"B"
"Male","Yes",65,"Yes","Artist",1,"Low",1,"A"
"Male","Yes",43,"Yes","Artist",0,"Low",4,"B"
"Male","No",29,"Yes","Healthcare",1,"Low",2,"B"
"Male","No",27,"Yes","Healthcare",1,"Low",3,"B"
"Male","Yes",88,"No","Lawyer",1,"Low",1,"A"
"Female","Yes",70,"No","Marketing",0,"High",2,"B"
"Female","No",25,"Yes","Healthcare",3,"Low",5,"B"
"Male","No",39,"Yes","Artist",11,"Low",1,"A"
"Male","Yes",56,"Yes","Entertainment",0,"Low",NA,"A"
"Female","Yes",67,"Yes","",1,"Average",2,"A"
"Male","Yes",41,"Yes","Artist",4,"Average",2,"A"
"Male","No",27,"Yes","Artist",0,"Low",8,"B"
"Male","No",25,"Yes","Artist",2,"Low",1,"A"
"Male","No",39,"Yes","Entertainment",1,"Low",2,"A"
"Male","Yes",89,"Yes","Executive",3,"Low",3,"A"
"Female","Yes",59,"No","Marketing",1,"Average",4,"B"
"Female","No",19,"No","Entertainment",0,"Low",4,"B"
"Male","Yes",74,"Yes","Lawyer",1,"High",2,"A"
"Male","No",23,"No","Entertainment",1,"Low",3,"B"
"Female","Yes",42,"Yes","Doctor",8,"Low",1,"A"
"Male","Yes",76,"Yes","Lawyer",0,"Low",2,"A"
"Male","No",36,"No","Entertainment",1,"Low",1,"A"
"Male","No",26,"No","Doctor",6,"Low",2,"B"
"Male","Yes",39,"Yes","Entertainment",9,"Low",2,"A"
"Female","No",18,"No","Healthcare",8,"Low",4,"B"
"Female","No",43,"Yes","Healthcare",1,"Low",2,"A"
"Female","Yes",81,"No","Lawyer",0,"High",2,"A"
